車両形式,エンジン位置・駆動軸位置,全長,全幅,全高,ホイールベース,最低地上高,車両重量(kg),定員(名),車名,グレード,エンジンサイクル,使用燃料,気筒数配置,弁機構,総排気量(cc),最高出力(kw),最大トルク(Nm),燃料タンク容量(?),トランスミッション,タイヤ規格,10・15モード燃費(km/?),最小回転半径(m),東京標準現金価格(円),タイプ,外観写真,運転席写真
LA100S,FF,3395,1475,1635,2455,160,810,4,ムーヴ,X (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,27.0,4.4,"1,220,000",軽自動車,,
LA100S,FF,3395,1475,1635,2455,160,810,4,ムーヴ,X リミテッド (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,27.0,4.4,"1,320,000",軽自動車,,
LA100S,FF,3395,1475,1635,2455,160,820,4,ムーヴ,カスタム X (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,25.0,4.4,"1,310,000",軽自動車,,
LA100S,FF,3395,1475,1635,2455,160,820,4,ムーヴ,カスタム X リミテッド (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,25.0,4.4,"1,420,000",軽自動車,,
LA100S,FF,3395,1475,1635,2455,160,820,4,ムーヴ,カスタム G (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,27.0,4.4,"1,400,000",軽自動車,,
LA100S,FF,3395,1475,1620,2455,150,880,4,ムーヴ,カスタム RS (CVT),4G,R,直3,DOHC,658,47,103,36,CVT,165/50R16,22.0,4.7,"1,490,000",軽自動車,,
L550S,FF,3395,1475,1630,2390,150,820,4,ムーヴラテ,L (4AT),4G,R,直3,DOHC,659,43,64,36,AT,145/80R13,19.4,4.2,"1,008,000",軽自動車,move_latte_ov.jpg,
L550S,FF,3395,1475,1630,2390,150,830,4,ムーヴラテ,VS (4AT),4G,R,直3,DOHC,659,43,64,36,AT,145/80R13,18.2,4.2,"1,102,500",軽自動車,move_latte_ov.jpg,
L550S,4WD,3395,1475,1630,2390,160,880,4,ムーヴラテ,VS 4WD (4AT),4G,R,直3,DOHC,659,43,64,34,AT,155/65R14,18.2,4.4,"1,223,250",軽自動車,move_latte_ov.jpg,
L550S,FF,3395,1475,1630,2390,150,840,4,ムーヴラテ,COOL VS (4AT),4G,R,直3,DOHC,659,43,64,36,AT,155/65R14,18.2,4.4,"1,207,500",軽自動車,move_latte_ov.jpg,
L550S,FF,3395,1475,1630,2390,150,870,4,ムーヴラテ,COOLターボ (4AT),4G,R,直3,DOHC,659,47,103,34,EAT,165/55R15,18.6,4.6,"1,470,000",軽自動車,move_latte_ov.jpg,
J131G,FR,3395,1475,1675,2420,175,960,4,テリオスキッド,L (4AT),4G,R,直3,DOHC,659,47,107,40,AT,175/80R15,16.0,4.7,"1,270,000",軽自動車,terioskid_ov.jpg,
J111G,4WD,3395,1475,1740,2420,175,990,4,テリオスキッド,カスタムL 4WD (5MT),4G,R,直3,DOHC,659,47,107,40,MT,175/80R15,16.8,4.7,"1,386,000",軽自動車,terioskid_ov.jpg,
J111G,4WD,3395,1475,1740,2420,175,990,4,テリオスキッド,カスタムX 4WD (4AT),4G,R,直3,DOHC,659,47,107,40,AT,175/80R15,15.4,4.7,"1,631,000",軽自動車,terioskid_ov.jpg,
L880K,FF,3395,1475,1245,2230,105,800,2,コペン,アクティブトップ (5MT),4G,R,直3,DOHC,659,47,110,40,MT,165/50R15,18.8,4.6,"1,715,000",軽自動車,copen_ov.jpg,
L880K,FF,3395,1475,1245,2230,105,840,2,コペン,タレンザーエディション (4AT),4G,R,直3,DOHC,659,47,110,40,MT,165/50R15,15.2,4.6,"2,055,000",軽自動車,copen_ov.jpg,
S321G,FR,3395,1475,1875,2450,160,970,4,アトレーワゴン,カスタムターボR (4AT),4G,R,直3,DOHC,659,47,103,40,AT,165/65R13,15.2,4.6,"1,365,000",軽自動車,atrai_ov.jpg,
S321G,4WD,3395,1475,1875,2450,160,1010,4,アトレーワゴン,カスタムターボRS 4WD (4AT),4G,R,直3,DOHC,659,47,103,40,AT,165/65R13,14.8,4.6,"1,615,000",軽自動車,atrai_ov.jpg,
M502G,FF,4180,1695,1620,2750,155,1170,7,ブーン ルミナス,CL (4AT),4G,R,直4,DOHC,1495,80,141,42,EAT,175/65R14,15.6,5.2,"1,535,000",ミニバン,,
M502G,FF,4180,1695,1620,2750,155,1190,7,ブーン ルミナス,CX (4AT),4G,R,直4,DOHC,1495,80,141,42,EAT,185/55R15,15.6,5.2,"1,735,000",ミニバン,,
M512G,4WD,4180,1695,1620,2750,155,1240,7,ブーン ルミナス,CX 4WD (4AT),4G,R,直4,DOHC,1495,80,141,42,EAT,185/55R15,14.6,5.2,"1,928,000",ミニバン,,
M512G,4WD,4195,1695,1620,2750,155,1240,7,ブーン ルミナス,CX エアロ 4WD (4AT),4G,R,直4,DOHC,1495,80,141,42,EAT,185/55R15,14.6,5.2,"2,073,000",ミニバン,,
L675S,FF,3395,1475,1530,2490,160,800,4,ミラココア,X (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,23.5,4.5,"1,200,000",軽自動車,,
L675S,FF,3395,1475,1530,2490,160,800,4,ミラココア,X ススペシャル (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,145/80R13,23.5,4.2,"1,100,000",軽自動車,,
L675S,FF,3395,1475,1560,2490,160,810,4,ミラココア,プラス X (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,23.5,4.5,"1,250,000",軽自動車,,
L685S,4WD,3395,1475,1560,2490,160,860,4,ミラココア,プラス G 4WD (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,20.0,4.5,"1,432,000",軽自動車,,
L575S,FF,3395,1475,1645,2490,160,850,4,ムーヴ コンテ,X (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,22.0,4.5,"1,190,000",軽自動車,,
L575S,FF,3395,1475,1645,2490,160,850,4,ムーヴ コンテ,X スペシャル (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,22.0,4.5,"1,100,000",軽自動車,,
L585S,4WD,3395,1475,1645,2490,155,900,4,ムーヴ コンテ,G 4WD (CVT),4G,R,直3,DOHC,658,43,65,34,CVT,155/65R14,19.6,4.5,"1,406,000",軽自動車,,
L575S,FF,3395,1475,1655,2490,160,860,4,ムーヴ コンテ,カスタム X リミテッド (CVT),4G,R,直3,DOHC,658,43,65,36,CVT,155/65R14,22.0,4.5,"1,380,000",軽自動車,,
L585S,4WD,3395,1475,1640,2490,145,930,4,ムーヴ コンテ,カスタムRS 4WD (CVT),4G,R,直3,DOHC,658,47,103,34,CVT,165/55R15,18.2,4.7,"1,681,000",軽自動車,,
L455S,FF,3395,1475,1730,2490,160,870,4,タント エグゼ,X (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,145/80R13,21.5,4.2,"1,220,000",軽自動車,,
L455S,FF,3395,1475,1730,2490,160,870,4,タント エグゼ,G (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,145/80R13,21.5,4.2,"1,320,000",軽自動車,,
L455S,FF,3395,1475,1730,2490,155,870,4,タント エグゼ,X ススペシャル (CVT),4G,R,直3,DOHC,658,38,60,34,CVT,145/80R13,21.5,4.2,"1,140,000",軽自動車,,
L455S,FF,3395,1475,1730,2490,160,880,4,タント エグゼ,カスタム X  (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,21.5,4.5,"1,370,000",軽自動車,,
L455S,FF,3395,1475,1730,2490,160,890,4,タント エグゼ,カスタム G (CVT),4G,R,直3,DOHC,658,38,60,36,CVT,155/65R14,21.5,4.5,"1,430,000",軽自動車,,
L465S,4WD,3395,1475,1730,2490,155,980,4,タント エグゼ,カスタムRS 4WD (CVT),4G,R,直3,DOHC,658,47,103,34,CVT,165/55R15,19.0,4.7,"1,691,000",軽自動車,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
